#,t_obs,tcf,"pi_beta(S, Ccf, tcf)","pi_beta(S, C, tcf)"
235,V150-225,VLX75QD,0.06788115203380585,0.06929387897253036
236,VLX75QD,D60-120,0.08922852575778961,0.08004448562860489
236,VLX75QD,DLX60QD,0.05133071541786194,0.04773120582103729
236,VLX75QD,V150-225,-0.041303977370262146,-0.05132406949996948
236,VLX75QD,V75-225,-0.23117318749427795,-0.23112671077251434
236,VLX75QD,VLX150QD,0.09294554591178894,0.08250568062067032
237,V75-225,D60-120,0.026752259582281113,0.025424450635910034
237,V75-225,DLX60QD,0.06837226450443268,0.05988197773694992
237,V75-225,V150-225,-0.018417300656437874,-0.027897261083126068
237,V75-225,VLX150QD,0.023887116461992264,0.017343861982226372
237,V75-225,VLX75QD,-0.15413570404052734,-0.16003519296646118
238,VLX150QD,D60-120,0.03855332359671593,0.03708093985915184
238,VLX150QD,DLX60QD,0.17497611045837402,0.17995531857013702
238,VLX150QD,V150-225,0.01759384758770466,0.027420777827501297
238,VLX150QD,V75-225,-0.03899971768260002,-0.03367054462432861
238,VLX150QD,VLX75QD,-0.16179077327251434,-0.1640854775905609
239,DLX60QD,D60-120,0.049127642065286636,0.04595737159252167
239,DLX60QD,V150-225,0.007562659680843353,-0.00020841928198933601
239,DLX60QD,V75-225,-0.0016006644582375884,-0.010978581383824348
239,DLX60QD,VLX150QD,0.06179967522621155,0.05525779724121094
239,DLX60QD,VLX75QD,-0.016520563513040543,-0.015137111768126488
240,V150-225,D60-120,-0.05610460788011551,-0.049162767827510834
240,V150-225,DLX60QD,0.0405241921544075,0.04899434745311737
240,V150-225,V75-225,0.0676112025976181,0.07806344330310822
240,V150-225,VLX150QD,0.007856382988393307,0.0238729789853096
240,V150-225,VLX75QD,-0.16474351286888123,-0.15594494342803955
241,VLX75QD,D60-120,-0.03800269588828087,-0.04033489525318146
241,VLX75QD,DLX60QD,0.053528882563114166,0.04808899015188217
241,VLX75QD,V150-225,-0.0583479180932045,-0.06472020596265793
241,VLX75QD,V75-225,-0.10002293437719345,-0.1112947091460228
241,VLX75QD,VLX150QD,0.08354853838682175,0.07956892997026443
242,D60-120,DLX60QD,0.07888231426477432,0.08157496899366379
242,D60-120,V150-225,0.04164503887295723,0.042860813438892365
242,D60-120,V75-225,-0.19843131303787231,-0.1955210566520691
242,D60-120,VLX150QD,0.11590063571929932,0.11785140633583069
242,D60-120,VLX75QD,0.06955782324075699,0.07383152842521667
243,D60-120,DLX60QD,0.0600384958088398,0.06848783046007156
243,D60-120,V150-225,0.007793145719915628,0.01571689546108246
243,D60-120,V75-225,-0.22890165448188782,-0.2191314548254013
243,D60-120,VLX150QD,0.12417757511138916,0.14599113166332245
243,D60-120,VLX75QD,0.13000735640525818,0.13788101077079773
244,D60-120,DLX60QD,0.08075214922428131,0.08914162963628769
244,D60-120,V150-225,0.05039096996188164,0.0630945935845375
244,D60-120,V75-225,-0.21552452445030212,-0.2020326554775238
244,D60-120,VLX150QD,0.14510971307754517,0.17667926847934723
244,D60-120,VLX75QD,0.1240319013595581,0.1416061520576477
245,VLX75QD,D60-120,-0.005197341553866863,-0.005373556632548571
245,VLX75QD,DLX60QD,0.12190218269824982,0.12723129987716675
245,VLX75QD,V150-225,0.022993966937065125,0.033155668526887894
245,VLX75QD,V75-225,0.05107606574892998,0.05660371854901314
245,VLX75QD,VLX150QD,0.06180950254201889,0.06537765264511108
246,VLX75QD,D60-120,-0.016390414908528328,-0.030081436038017273
246,VLX75QD,DLX60QD,0.04692738503217697,0.04671849310398102
246,VLX75QD,V150-225,-0.06551851332187653,-0.06534790992736816
246,VLX75QD,V75-225,-0.11791050434112549,-0.11645663529634476
246,VLX75QD,VLX150QD,0.08319572359323502,0.07864299416542053
247,VLX150QD,D60-120,0.004527880810201168,0.0012256191112101078
247,VLX150QD,DLX60QD,0.13122619688510895,0.1364080309867859
247,VLX150QD,V150-225,-0.055536288768053055,-0.04424785077571869
247,VLX150QD,V75-225,-0.1187671422958374,-0.10873550176620483
247,VLX150QD,VLX75QD,-0.027349403128027916,-0.04473023861646652
248,DLX60QD,D60-120,0.09680486470460892,0.09981255978345871
248,DLX60QD,V150-225,-0.004951979033648968,-0.0008099335245788097
248,DLX60QD,V75-225,-0.22074487805366516,-0.2173151820898056
248,DLX60QD,VLX150QD,0.09649978578090668,0.10654575377702713
248,DLX60QD,VLX75QD,0.11260279268026352,0.11179766803979874
249,VLX150QD,D60-120,0.1172826737165451,0.12550541758537292
249,VLX150QD,DLX60QD,0.09189694374799728,0.09826134145259857
249,VLX150QD,V150-225,0.029395783320069313,0.03442225977778435
249,VLX150QD,V75-225,-0.16062405705451965,-0.1578608602285385
249,VLX150QD,VLX75QD,-0.04106483235955238,-0.027117304503917694
250,VLX75QD,D60-120,0.1123131513595581,0.11923380941152573
250,VLX75QD,DLX60QD,0.0670798271894455,0.08134552836418152
250,VLX75QD,V150-225,0.023040803149342537,0.03580618277192116
250,VLX75QD,V75-225,-0.22596004605293274,-0.2168484926223755
250,VLX75QD,VLX150QD,0.16121405363082886,0.18117648363113403
251,VLX75QD,D60-120,0.005574342794716358,0.004493869375437498
251,VLX75QD,DLX60QD,0.14963896572589874,0.14613409340381622
251,VLX75QD,V150-225,-0.043974585831165314,-0.04219964146614075
251,VLX75QD,V75-225,-0.10719287395477295,-0.11380121111869812
251,VLX75QD,VLX150QD,0.057404644787311554,0.0543108768761158
252,DLX60QD,D60-120,0.002404224593192339,0.0006087729707360268
252,DLX60QD,V150-225,-0.011326322332024574,-0.014730378985404968
252,DLX60QD,V75-225,-0.0727526918053627,-0.08361348509788513
252,DLX60QD,VLX150QD,0.06411251425743103,0.05612392723560333
252,DLX60QD,VLX75QD,-0.08129782974720001,-0.08231606334447861
253,D60-120,DLX60QD,0.06945391744375229,0.06744816154241562
253,D60-120,V150-225,0.02835606038570404,0.025322075933218002
253,D60-120,V75-225,-0.24216890335083008,-0.23851418495178223
253,D60-120,VLX150QD,0.15984927117824554,0.15933720767498016
253,D60-120,VLX75QD,0.1434999257326126,0.13786396384239197
254,VLX150QD,D60-120,0.09615204483270645,0.08833838999271393
254,VLX150QD,DLX60QD,0.06191123276948929,0.06146073341369629
254,VLX150QD,V150-225,0.0021214280277490616,-0.005885391961783171
254,VLX150QD,V75-225,-0.24050788581371307,-0.23971205949783325
254,VLX150QD,VLX75QD,0.14107801020145416,0.12915754318237305
255,DLX60QD,D60-120,0.02256353199481964,0.020362205803394318
255,DLX60QD,V150-225,0.046976733952760696,0.04304470121860504
255,DLX60QD,V75-225,0.09985758364200592,0.0922842025756836
255,DLX60QD,VLX150QD,0.06803790479898453,0.07083183526992798
255,DLX60QD,VLX75QD,-0.16347567737102509,-0.16341522336006165
256,VLX75QD,D60-120,0.11965857446193695,0.09540446102619171
256,VLX75QD,DLX60QD,0.0651797354221344,0.04759186506271362
256,VLX75QD,V150-225,0.019672375172376633,0.0008463733829557896
256,VLX75QD,V75-225,-0.2449020892381668,-0.25776660442352295
256,VLX75QD,VLX150QD,0.14543001353740692,0.11666929721832275
257,DLX60QD,D60-120,0.1022777184844017,0.09074191749095917
257,DLX60QD,V150-225,-0.014387575909495354,-0.013634007424116135
257,DLX60QD,V75-225,-0.18097111582756042,-0.17687761783599854
257,DLX60QD,VLX150QD,0.05450673773884773,0.049056895077228546
257,DLX60QD,VLX75QD,-0.028418462723493576,-0.04582146182656288
258,VLX75QD,D60-120,0.01295669935643673,0.020829221233725548
258,VLX75QD,DLX60QD,0.15838424861431122,0.16004157066345215
258,VLX75QD,V150-225,-0.01968344673514366,-0.02767922729253769
258,VLX75QD,V75-225,-0.07693635672330856,-0.07614240050315857
258,VLX75QD,VLX150QD,0.059753935784101486,0.06920811533927917
259,V150-225,D60-120,0.05343898385763168,0.037861913442611694
259,V150-225,DLX60QD,0.049915678799152374,0.052204765379428864
259,V150-225,V75-225,-0.19110050797462463,-0.1813221573829651
259,V150-225,VLX150QD,0.08540435135364532,0.07435431331396103
259,V150-225,VLX75QD,0.1469537913799286,0.13900300860404968
260,VLX150QD,D60-120,0.056554120033979416,0.047427158802747726
260,VLX150QD,DLX60QD,0.21721962094306946,0.21410170197486877
260,VLX150QD,V150-225,0.11091979593038559,0.11659222841262817
260,VLX150QD,V75-225,0.056608207523822784,0.0558975525200367
260,VLX150QD,VLX75QD,-0.17281869053840637,-0.17248277366161346
261,VLX75QD,D60-120,0.014680594205856323,0.016326453536748886
261,VLX75QD,DLX60QD,0.15703237056732178,0.16461999714374542
261,VLX75QD,V150-225,0.02169928513467312,0.033189807087183
261,VLX75QD,V75-225,-0.027631506323814392,0.0022946507669985294
261,VLX75QD,VLX150QD,0.05923670530319214,0.06707684695720673
262,V150-225,D60-120,0.039382435381412506,0.04736384376883507
262,V150-225,DLX60QD,0.16576391458511353,0.16851681470870972
262,V150-225,V75-225,0.11123742163181305,0.12426534295082092
262,V150-225,VLX150QD,0.0808485895395279,0.09055984020233154
262,V150-225,VLX75QD,-0.1677081435918808,-0.16177009046077728
263,DLX60QD,D60-120,0.0364694707095623,0.029774971306324005
263,DLX60QD,V150-225,0.05516301468014717,0.05620785802602768
263,DLX60QD,V75-225,-0.01431978214532137,-0.024416616186499596
263,DLX60QD,VLX150QD,0.06904500722885132,0.06585478037595749
263,DLX60QD,VLX75QD,-0.16875970363616943,-0.1713663786649704
264,V150-225,D60-120,0.12584200501441956,0.10195770859718323
264,V150-225,DLX60QD,0.06291133165359497,0.05192960053682327
264,V150-225,V75-225,-0.21911819279193878,-0.22768911719322205
264,V150-225,VLX150QD,0.10076427459716797,0.07099734246730804
264,V150-225,VLX75QD,0.09207849204540253,0.07680201530456543
265,VLX150QD,D60-120,0.10330728441476822,0.09296593070030212
265,VLX150QD,DLX60QD,0.0703224390745163,0.06562738865613937
265,VLX150QD,V150-225,0.019249076023697853,0.009886320680379868
265,VLX150QD,V75-225,-0.22795148193836212,-0.23582026362419128
265,VLX150QD,VLX75QD,0.13384315371513367,0.12321427464485168
266,VLX150QD,D60-120,0.01072971522808075,0.011336574330925941
266,VLX150QD,DLX60QD,0.1520887166261673,0.1496286541223526
266,VLX150QD,V150-225,0.06058759614825249,0.05741068720817566
266,VLX150QD,V75-225,0.0909222736954689,0.09311787784099579
266,VLX150QD,VLX75QD,-0.12573596835136414,-0.11906339973211288
267,D60-120,DLX60QD,0.14346228539943695,0.12981192767620087
267,D60-120,V150-225,0.03918614983558655,0.02117147669196129
267,D60-120,V75-225,0.0714082270860672,0.061592817306518555
267,D60-120,VLX150QD,0.06640618294477463,0.05830518156290054
267,D60-120,VLX75QD,-0.04084265977144241,-0.03708219528198242
268,D60-120,DLX60QD,0.14907361567020416,0.14791147410869598
268,D60-120,V150-225,0.06046363711357117,0.0669652447104454
268,D60-120,V75-225,0.10993160307407379,0.1118970736861229
268,D60-120,VLX150QD,0.06846185028553009,0.07318175584077835
268,D60-120,VLX75QD,-0.11538539081811905,-0.1118827611207962
269,D60-120,DLX60QD,0.20230154693126678,0.2027849704027176
269,D60-120,V150-225,0.09294775873422623,0.09564916044473648
269,D60-120,V75-225,0.050472307950258255,0.050493959337472916
269,D60-120,VLX150QD,0.08190207183361053,0.08424410969018936
269,D60-120,VLX75QD,-0.18978123366832733,-0.19088613986968994
270,V150-225,D60-120,0.07371264696121216,0.06186242401599884
270,V150-225,DLX60QD,0.08274033665657043,0.0838475301861763
270,V150-225,V75-225,-0.16121815145015717,-0.1624118983745575
270,V150-225,VLX150QD,0.04060019552707672,0.031686630100011826
270,V150-225,VLX75QD,-0.02355886995792389,-0.040430374443531036
271,D60-120,DLX60QD,0.16929484903812408,0.17063310742378235
271,D60-120,V150-225,-0.015386411920189857,-0.009998314082622528
271,D60-120,V75-225,0.010523749515414238,0.02056070603430271
271,D60-120,VLX150QD,0.11637823283672333,0.11870983988046646
271,D60-120,VLX75QD,0.06467310339212418,0.06340788304805756
272,DLX60QD,D60-120,0.05355268716812134,0.04849620908498764
272,DLX60QD,V150-225,0.11767413467168808,0.11616389453411102
272,DLX60QD,V75-225,0.07273537665605545,0.05665118247270584
272,DLX60QD,VLX150QD,0.09295935183763504,0.08218946307897568
272,DLX60QD,VLX75QD,-0.1687411367893219,-0.1694772094488144
273,V75-225,D60-120,0.0672227069735527,0.07021906226873398
273,V75-225,DLX60QD,0.08651410043239594,0.08204823732376099
273,V75-225,V150-225,0.03722045570611954,0.02834155037999153
273,V75-225,VLX150QD,0.04116348177194595,0.04262705147266388
273,V75-225,VLX75QD,-0.08587871491909027,-0.08731326460838318
274,V150-225,D60-120,0.048625506460666656,0.03906106576323509
274,V150-225,DLX60QD,0.06534181535243988,0.06271271407604218
274,V150-225,V75-225,-0.13860473036766052,-0.1366529017686844
274,V150-225,VLX150QD,0.034360092133283615,0.028606055304408073
274,V150-225,VLX75QD,-0.12405697256326675,-0.13050058484077454
275,VLX150QD,D60-120,0.0188948605209589,0.0287216454744339
275,VLX150QD,DLX60QD,0.0531780906021595,0.04483630508184433
275,VLX150QD,V150-225,-0.06685112416744232,-0.06901074200868607
275,VLX150QD,V75-225,-0.1417291909456253,-0.14918240904808044
275,VLX150QD,VLX75QD,0.11683706194162369,0.1307092159986496
276,V75-225,D60-120,0.04130256921052933,0.040548745542764664
276,V75-225,DLX60QD,0.11803989112377167,0.11760978400707245
276,V75-225,V150-225,-0.06427504867315292,-0.06632396578788757
276,V75-225,VLX150QD,0.04578257352113724,0.05130365490913391
276,V75-225,VLX75QD,-0.06408612430095673,-0.05855393409729004
277,V75-225,D60-120,0.09992475807666779,0.09682397544384003
277,V75-225,DLX60QD,0.061842180788517,0.06107129529118538
277,V75-225,V150-225,0.004800211638212204,0.0020904582925140858
277,V75-225,VLX150QD,0.12809304893016815,0.1251574158668518
277,V75-225,VLX75QD,0.1284634917974472,0.12386326491832733
278,VLX75QD,D60-120,0.013475248590111732,0.00505806365981698
278,VLX75QD,DLX60QD,0.09562593698501587,0.09738839417695999
278,VLX75QD,V150-225,-0.027019347995519638,-0.023991096764802933
278,VLX75QD,V75-225,-0.07598194479942322,-0.07304675132036209
278,VLX75QD,VLX150QD,0.03540591150522232,0.028411924839019775
279,DLX60QD,D60-120,0.04845115914940834,0.04294326528906822
279,DLX60QD,V150-225,-0.0601961724460125,-0.06609287112951279
279,DLX60QD,V75-225,-0.1677970290184021,-0.17878131568431854
279,DLX60QD,VLX150QD,0.07461889088153839,0.07353326678276062
279,DLX60QD,VLX75QD,0.1387881338596344,0.1369045376777649
280,V150-225,D60-120,0.10077120363712311,0.09998884797096252
280,V150-225,DLX60QD,0.06507132947444916,0.07178322970867157
280,V150-225,V75-225,-0.23701806366443634,-0.22978439927101135
280,V150-225,VLX150QD,0.13746897876262665,0.1453988254070282
280,V150-225,VLX75QD,0.13155077397823334,0.13254684209823608
281,DLX60QD,D60-120,-0.017345283180475235,-0.02164502628147602
281,DLX60QD,V150-225,0.040836088359355927,0.04122408851981163
281,DLX60QD,V75-225,0.08292274922132492,0.07965603470802307
281,DLX60QD,VLX150QD,0.05673360079526901,0.057942312210798264
281,DLX60QD,VLX75QD,-0.09414459764957428,-0.103961281478405
282,V75-225,D60-120,0.051483701914548874,0.04300710931420326
282,V75-225,DLX60QD,0.11005716025829315,0.10010085999965668
282,V75-225,V150-225,0.005549347959458828,-0.002203048672527075
282,V75-225,VLX150QD,0.0674159824848175,0.058645762503147125
282,V75-225,VLX75QD,-0.01563398540019989,-0.01680690422654152
283,VLX150QD,D60-120,-0.002846145536750555,0.0008969954214990139
283,VLX150QD,DLX60QD,0.1372266709804535,0.13827857375144958
283,VLX150QD,V150-225,0.03444366529583931,0.04450168460607529
283,VLX150QD,V75-225,0.06341223418712616,0.07247745990753174
283,VLX150QD,VLX75QD,-0.11679597944021225,-0.11395051330327988
284,V150-225,D60-120,0.06340567767620087,0.06474126130342484
284,V150-225,DLX60QD,0.20038604736328125,0.19906266033649445
284,V150-225,V75-225,0.16114972531795502,0.1630581021308899
284,V150-225,VLX150QD,0.08955519646406174,0.09492610394954681
284,V150-225,VLX75QD,-0.18935786187648773,-0.18902280926704407
285,VLX75QD,D60-120,0.017817551270127296,0.023184968158602715
285,VLX75QD,DLX60QD,0.14643710851669312,0.14556199312210083
285,VLX75QD,V150-225,-0.039649300277233124,-0.04772299528121948
285,VLX75QD,V75-225,-0.10594139993190765,-0.10309422016143799
285,VLX75QD,VLX150QD,0.05707291513681412,0.0636773556470871
286,V75-225,D60-120,-0.023265456780791283,-0.028805650770664215
286,V75-225,DLX60QD,0.08159025013446808,0.06979036331176758
286,V75-225,V150-225,-0.062004636973142624,-0.06673025339841843
286,V75-225,VLX150QD,0.06340177357196808,0.059766076505184174
286,V75-225,VLX75QD,0.026973754167556763,0.03774038702249527
287,DLX60QD,D60-120,-0.006009971257299185,-0.0024130335077643394
287,DLX60QD,V150-225,0.03488592058420181,0.04042784124612808
287,DLX60QD,V75-225,0.09022877365350723,0.09657926112413406
287,DLX60QD,VLX150QD,0.06838633120059967,0.07530387490987778
287,DLX60QD,VLX75QD,-0.1309003233909607,-0.12708230316638947
288,VLX75QD,D60-120,0.11195085942745209,0.11244813352823257
288,VLX75QD,DLX60QD,0.05367463827133179,0.05897587537765503
288,VLX75QD,V150-225,-0.005350387655198574,-0.002371275331825018
288,VLX75QD,V75-225,-0.218195840716362,-0.21367767453193665
288,VLX75QD,VLX150QD,0.08207882940769196,0.09173016995191574
289,VLX150QD,D60-120,0.07603882253170013,0.07818802446126938
289,VLX150QD,DLX60QD,0.05404476076364517,0.05624135583639145
289,VLX150QD,V150-225,-0.0610019788146019,-0.05845167487859726
289,VLX150QD,V75-225,-0.21064884960651398,-0.21466374397277832
289,VLX150QD,VLX75QD,0.15108634531497955,0.16006147861480713
290,V75-225,D60-120,0.13412009179592133,0.11364758014678955
290,V75-225,DLX60QD,0.08963653445243835,0.0737583339214325
290,V75-225,V150-225,0.03249826282262802,0.012625465169548988
290,V75-225,VLX150QD,0.0751432254910469,0.06059880554676056
290,V75-225,VLX75QD,-0.011840395629405975,-0.016600383445620537
291,D60-120,DLX60QD,0.1408601552248001,0.13805165886878967
291,D60-120,V150-225,-0.05250580981373787,-0.05477854236960411
291,D60-120,V75-225,-0.11593903601169586,-0.11264261603355408
291,D60-120,VLX150QD,0.05196347087621689,0.05960242077708244
291,D60-120,VLX75QD,-0.0516190305352211,-0.046168841421604156
292,D60-120,DLX60QD,0.030929410830140114,0.024341093376278877
292,D60-120,V150-225,-0.04836370423436165,-0.053413741290569305
292,D60-120,V75-225,0.03068380616605282,0.03270096704363823
292,D60-120,VLX150QD,0.0028295705560594797,-0.0005292990244925022
292,D60-120,VLX75QD,-0.18493235111236572,-0.18936336040496826
293,VLX75QD,D60-120,0.11667001247406006,0.1298573911190033
293,VLX75QD,DLX60QD,0.0838494524359703,0.09613198041915894
293,VLX75QD,V150-225,0.015506337396800518,0.02902950346469879
293,VLX75QD,V75-225,-0.17223705351352692,-0.16345320641994476
293,VLX75QD,VLX150QD,0.06687392294406891,0.07909955084323883
294,VLX75QD,D60-120,0.03250100463628769,0.030432086437940598
294,VLX75QD,DLX60QD,0.16442283987998962,0.16902519762516022
294,VLX75QD,V150-225,-0.005692372564226389,-0.0029444596730172634
294,VLX75QD,V75-225,0.03661312162876129,0.038771115243434906
294,VLX75QD,VLX150QD,0.09946760535240173,0.10279687494039536
295,DLX60QD,D60-120,0.0528675802052021,0.04715832322835922
295,DLX60QD,V150-225,0.1137104406952858,0.1175050139427185
295,DLX60QD,V75-225,0.08170503377914429,0.08493363112211227
295,DLX60QD,VLX150QD,0.09463859349489212,0.08372240513563156
295,DLX60QD,VLX75QD,-0.17852060496807098,-0.17810961604118347
296,DLX60QD,D60-120,-0.02766234613955021,-0.030773714184761047
296,DLX60QD,V150-225,-0.06341094523668289,-0.06360632181167603
296,DLX60QD,V75-225,-0.10159627348184586,-0.1032991036772728
